"year","temperature","month","ts","time"
1933,-0.24,4,1933.29,"1933-4-15 00:00:00"
1934,-0.3,4,1934.29,"1934-4-15 00:00:00"
1935,-0.37,4,1935.29,"1935-4-15 00:00:00"
1936,-0.2,4,1936.29,"1936-4-15 00:00:00"
1937,-0.16,4,1937.29,"1937-4-15 00:00:00"
1938,0.06,4,1938.29,"1938-4-15 00:00:00"
1939,-0.09,4,1939.29,"1939-4-15 00:00:00"
1940,0.18,4,1940.29,"1940-4-15 00:00:00"
1941,0.17,4,1941.29,"1941-4-15 00:00:00"
1942,0.1,4,1942.29,"1942-4-15 00:00:00"
1943,0.11,4,1943.29,"1943-4-15 00:00:00"
1944,0.19,4,1944.29,"1944-4-15 00:00:00"
1945,0.19,4,1945.29,"1945-4-15 00:00:00"
1946,0.05,4,1946.29,"1946-4-15 00:00:00"
1947,0.06,4,1947.29,"1947-4-15 00:00:00"
1948,-0.12,4,1948.29,"1948-4-15 00:00:00"
1949,-0.11,4,1949.29,"1949-4-15 00:00:00"
1950,-0.21,4,1950.29,"1950-4-15 00:00:00"
1951,-0.14,4,1951.29,"1951-4-15 00:00:00"
1952,0.03,4,1952.29,"1952-4-15 00:00:00"
1953,0.19,4,1953.29,"1953-4-15 00:00:00"
1954,-0.14,4,1954.29,"1954-4-15 00:00:00"
1955,-0.22,4,1955.29,"1955-4-15 00:00:00"
1956,-0.28,4,1956.29,"1956-4-15 00:00:00"
1957,0.01,4,1957.29,"1957-4-15 00:00:00"
1958,0.01,4,1958.29,"1958-4-15 00:00:00"
1959,0.14,4,1959.29,"1959-4-15 00:00:00"
1960,-0.15,4,1960.29,"1960-4-15 00:00:00"
1961,0.12,4,1961.29,"1961-4-15 00:00:00"
1962,0.06,4,1962.29,"1962-4-15 00:00:00"
1963,-0.07,4,1963.29,"1963-4-15 00:00:00"
1964,-0.32,4,1964.29,"1964-4-15 00:00:00"
1965,-0.2,4,1965.29,"1965-4-15 00:00:00"
1966,-0.14,4,1966.29,"1966-4-15 00:00:00"
1967,-0.04,4,1967.29,"1967-4-15 00:00:00"
1968,-0.06,4,1968.29,"1968-4-15 00:00:00"
1969,0.17,4,1969.29,"1969-4-15 00:00:00"
1970,0.05,4,1970.29,"1970-4-15 00:00:00"
1971,-0.07,4,1971.29,"1971-4-15 00:00:00"
1972,0,4,1972.29,"1972-4-15 00:00:00"
1973,0.27,4,1973.29,"1973-4-15 00:00:00"
1974,-0.11,4,1974.29,"1974-4-15 00:00:00"
1975,0.04,4,1975.29,"1975-4-15 00:00:00"
1976,-0.07,4,1976.29,"1976-4-15 00:00:00"
1977,0.27,4,1977.29,"1977-4-15 00:00:00"
1978,0.17,4,1978.29,"1978-4-15 00:00:00"
1979,0.15,4,1979.29,"1979-4-15 00:00:00"
1980,0.3,4,1980.29,"1980-4-15 00:00:00"
1981,0.32,4,1981.29,"1981-4-15 00:00:00"
1982,0.15,4,1982.29,"1982-4-15 00:00:00"
1983,0.27,4,1983.29,"1983-4-15 00:00:00"
1984,0.06,4,1984.29,"1984-4-15 00:00:00"
1985,0.12,4,1985.29,"1985-4-15 00:00:00"
1986,0.22,4,1986.29,"1986-4-15 00:00:00"
1987,0.24,4,1987.29,"1987-4-15 00:00:00"
1988,0.42,4,1988.29,"1988-4-15 00:00:00"
1989,0.29,4,1989.29,"1989-4-15 00:00:00"
1990,0.56,4,1990.29,"1990-4-15 00:00:00"
1991,0.51,4,1991.29,"1991-4-15 00:00:00"
1992,0.27,4,1992.29,"1992-4-15 00:00:00"
1993,0.27,4,1993.29,"1993-4-15 00:00:00"
1994,0.4,4,1994.29,"1994-4-15 00:00:00"
1995,0.46,4,1995.29,"1995-4-15 00:00:00"
1996,0.32,4,1996.29,"1996-4-15 00:00:00"
1997,0.35,4,1997.29,"1997-4-15 00:00:00"
1998,0.64,4,1998.29,"1998-4-15 00:00:00"
1999,0.33,4,1999.29,"1999-4-15 00:00:00"
2000,0.57,4,2000.29,"2000-4-15 00:00:00"
2001,0.51,4,2001.29,"2001-4-15 00:00:00"
2002,0.58,4,2002.29,"2002-4-15 00:00:00"
2003,0.55,4,2003.29,"2003-4-15 00:00:00"
2004,0.61,4,2004.29,"2004-4-15 00:00:00"
2005,0.68,4,2005.29,"2005-4-15 00:00:00"
2006,0.48,4,2006.29,"2006-4-15 00:00:00"
2007,0.75,4,2007.29,"2007-4-15 00:00:00"
2008,0.53,4,2008.29,"2008-4-15 00:00:00"
2009,0.6,4,2009.29,"2009-4-15 00:00:00"
2010,0.84,4,2010.29,"2010-4-15 00:00:00"
2011,0.65,4,2011.29,"2011-4-15 00:00:00"
2012,0.71,4,2012.29,"2012-4-15 00:00:00"
2013,0.56,4,2013.29,"2013-4-15 00:00:00"
2014,0.81,4,2014.29,"2014-4-15 00:00:00"
2015,0.77,4,2015.29,"2015-4-15 00:00:00"
2016,1.12,4,2016.29,"2016-4-15 00:00:00"
2017,0.94,4,2017.29,"2017-4-15 00:00:00"
2018,0.9,4,2018.29,"2018-4-15 00:00:00"
2019,1.02,4,2019.29,"2019-4-15 00:00:00"
1880,-0.09,5,1880.38,"1880-5-15 00:00:00"
1881,0.07,5,1881.38,"1881-5-15 00:00:00"
1882,-0.14,5,1882.38,"1882-5-15 00:00:00"
1883,-0.17,5,1883.38,"1883-5-15 00:00:00"
1884,-0.34,5,1884.38,"1884-5-15 00:00:00"
1885,-0.44,5,1885.38,"1885-5-15 00:00:00"
1886,-0.23,5,1886.38,"1886-5-15 00:00:00"
1887,-0.29,5,1887.38,"1887-5-15 00:00:00"
1888,-0.21,5,1888.38,"1888-5-15 00:00:00"
1889,0,5,1889.38,"1889-5-15 00:00:00"
1890,-0.39,5,1890.38,"1890-5-15 00:00:00"
1891,-0.15,5,1891.38,"1891-5-15 00:00:00"
1892,-0.23,5,1892.38,"1892-5-15 00:00:00"
1893,-0.34,5,1893.38,"1893-5-15 00:00:00"
1894,-0.3,5,1894.38,"1894-5-15 00:00:00"
1895,-0.26,5,1895.38,"1895-5-15 00:00:00"
1896,-0.15,5,1896.38,"1896-5-15 00:00:00"
1897,0,5,1897.38,"1897-5-15 00:00:00"
1898,-0.29,5,1898.38,"1898-5-15 00:00:00"
1899,-0.23,5,1899.38,"1899-5-15 00:00:00"
1900,-0.08,5,1900.38,"1900-5-15 00:00:00"
1901,-0.14,5,1901.38,"1901-5-15 00:00:00"
1902,-0.32,5,1902.38,"1902-5-15 00:00:00"
1903,-0.39,5,1903.38,"1903-5-15 00:00:00"
1904,-0.51,5,1904.38,"1904-5-15 00:00:00"
1905,-0.29,5,1905.38,"1905-5-15 00:00:00"
1906,-0.25,5,1906.38,"1906-5-15 00:00:00"
1907,-0.46,5,1907.38,"1907-5-15 00:00:00"
1908,-0.37,5,1908.38,"1908-5-15 00:00:00"
1909,-0.54,5,1909.38,"1909-5-15 00:00:00"
1910,-0.34,5,1910.38,"1910-5-15 00:00:00"
1911,-0.51,5,1911.38,"1911-5-15 00:00:00"
1912,-0.21,5,1912.38,"1912-5-15 00:00:00"
1913,-0.44,5,1913.38,"1913-5-15 00:00:00"
1914,-0.21,5,1914.38,"1914-5-15 00:00:00"
1915,-0.06,5,1915.38,"1915-5-15 00:00:00"
1916,-0.34,5,1916.38,"1916-5-15 00:00:00"
1917,-0.55,5,1917.38,"1917-5-15 00:00:00"
1918,-0.43,5,1918.38,"1918-5-15 00:00:00"
1919,-0.28,5,1919.38,"1919-5-15 00:00:00"
1920,-0.26,5,1920.38,"1920-5-15 00:00:00"
1921,-0.3,5,1921.38,"1921-5-15 00:00:00"
1922,-0.33,5,1922.38,"1922-5-15 00:00:00"
1923,-0.33,5,1923.38,"1923-5-15 00:00:00"
1924,-0.18,5,1924.38,"1924-5-15 00:00:00"
1925,-0.29,5,1925.38,"1925-5-15 00:00:00"
1926,-0.24,5,1926.38,"1926-5-15 00:00:00"
1927,-0.25,5,1927.38,"1927-5-15 00:00:00"
1928,-0.3,5,1928.38,"1928-5-15 00:00:00"
1929,-0.38,5,1929.38,"1929-5-15 00:00:00"
1930,-0.24,5,1930.38,"1930-5-15 00:00:00"
1931,-0.19,5,1931.38,"1931-5-15 00:00:00"
1932,-0.17,5,1932.38,"1932-5-15 00:00:00"
1933,-0.29,5,1933.38,"1933-5-15 00:00:00"
1934,-0.09,5,1934.38,"1934-5-15 00:00:00"
1935,-0.29,5,1935.38,"1935-5-15 00:00:00"
1936,-0.17,5,1936.38,"1936-5-15 00:00:00"
1937,-0.05,5,1937.38,"1937-5-15 00:00:00"
1938,-0.1,5,1938.38,"1938-5-15 00:00:00"
1939,-0.04,5,1939.38,"1939-5-15 00:00:00"
1940,0.11,5,1940.38,"1940-5-15 00:00:00"
1941,0.17,5,1941.38,"1941-5-15 00:00:00"
1942,0.11,5,1942.38,"1942-5-15 00:00:00"
1943,0.06,5,1943.38,"1943-5-15 00:00:00"
1944,0.18,5,1944.38,"1944-5-15 00:00:00"
1945,0.05,5,1945.38,"1945-5-15 00:00:00"
1946,-0.07,5,1946.38,"1946-5-15 00:00:00"
1947,-0.02,5,1947.38,"1947-5-15 00:00:00"
1948,-0.01,5,1948.38,"1948-5-15 00:00:00"
1949,-0.1,5,1949.38,"1949-5-15 00:00:00"
1950,-0.11,5,1950.38,"1950-5-15 00:00:00"
1951,0,5,1951.38,"1951-5-15 00:00:00"
1952,-0.03,5,1952.38,"1952-5-15 00:00:00"
1953,0.11,5,1953.38,"1953-5-15 00:00:00"
1954,-0.2,5,1954.38,"1954-5-15 00:00:00"
1955,-0.2,5,1955.38,"1955-5-15 00:00:00"
1956,-0.29,5,1956.38,"1956-5-15 00:00:00"
1957,0.1,5,1957.38,"1957-5-15 00:00:00"
1958,0.05,5,1958.38,"1958-5-15 00:00:00"
1959,0.05,5,1959.38,"1959-5-15 00:00:00"
1960,-0.07,5,1960.38,"1960-5-15 00:00:00"
1961,0.13,5,1961.38,"1961-5-15 00:00:00"
1962,-0.07,5,1962.38,"1962-5-15 00:00:00"
1963,-0.06,5,1963.38,"1963-5-15 00:00:00"
1964,-0.25,5,1964.38,"1964-5-15 00:00:00"
1965,-0.11,5,1965.38,"1965-5-15 00:00:00"
1966,-0.12,5,1966.38,"1966-5-15 00:00:00"
1967,0.11,5,1967.38,"1967-5-15 00:00:00"
1968,-0.13,5,1968.38,"1968-5-15 00:00:00"
1969,0.18,5,1969.38,"1969-5-15 00:00:00"
1970,-0.04,5,1970.38,"1970-5-15 00:00:00"
1971,-0.05,5,1971.38,"1971-5-15 00:00:00"
1972,-0.03,5,1972.38,"1972-5-15 00:00:00"
1973,0.22,5,1973.38,"1973-5-15 00:00:00"
1974,-0.04,5,1974.38,"1974-5-15 00:00:00"
1975,0.16,5,1975.38,"1975-5-15 00:00:00"
1976,-0.21,5,1976.38,"1976-5-15 00:00:00"
1977,0.32,5,1977.38,"1977-5-15 00:00:00"
1978,0.09,5,1978.38,"1978-5-15 00:00:00"
1979,0.03,5,1979.38,"1979-5-15 00:00:00"
1980,0.35,5,1980.38,"1980-5-15 00:00:00"
1981,0.24,5,1981.38,"1981-5-15 00:00:00"
1982,0.18,5,1982.38,"1982-5-15 00:00:00"
1983,0.33,5,1983.38,"1983-5-15 00:00:00"
1984,0.32,5,1984.38,"1984-5-15 00:00:00"
1985,0.14,5,1985.38,"1985-5-15 00:00:00"
1986,0.21,5,1986.38,"1986-5-15 00:00:00"
1987,0.25,5,1987.38,"1987-5-15 00:00:00"
1988,0.43,5,1988.38,"1988-5-15 00:00:00"
1989,0.17,5,1989.38,"1989-5-15 00:00:00"
1990,0.45,5,1990.38,"1990-5-15 00:00:00"
1991,0.34,5,1991.38,"1991-5-15 00:00:00"
1992,0.3,5,1992.38,"1992-5-15 00:00:00"
1993,0.28,5,1993.38,"1993-5-15 00:00:00"
1994,0.27,5,1994.38,"1994-5-15 00:00:00"
1995,0.28,5,1995.38,"1995-5-15 00:00:00"
1996,0.28,5,1996.38,"1996-5-15 00:00:00"
1997,0.36,5,1997.38,"1997-5-15 00:00:00"
1998,0.66,5,1998.38,"1998-5-15 00:00:00"
1999,0.27,5,1999.38,"1999-5-15 00:00:00"
2000,0.35,5,2000.38,"2000-5-15 00:00:00"
2001,0.58,5,2001.38,"2001-5-15 00:00:00"
2002,0.63,5,2002.38,"2002-5-15 00:00:00"
2003,0.61,5,2003.38,"2003-5-15 00:00:00"
2004,0.39,5,2004.38,"2004-5-15 00:00:00"
2005,0.63,5,2005.38,"2005-5-15 00:00:00"
2006,0.5,5,2006.38,"2006-5-15 00:00:00"
2007,0.68,5,2007.38,"2007-5-15 00:00:00"
2008,0.49,5,2008.38,"2008-5-15 00:00:00"
2009,0.66,5,2009.38,"2009-5-15 00:00:00"
2010,0.76,5,2010.38,"2010-5-15 00:00:00"
2011,0.52,5,2011.38,"2011-5-15 00:00:00"
2012,0.77,5,2012.38,"2012-5-15 00:00:00"
2013,0.62,5,2013.38,"2013-5-15 00:00:00"
2014,0.85,5,2014.38,"2014-5-15 00:00:00"
2015,0.79,5,2015.38,"2015-5-15 00:00:00"
2016,0.96,5,2016.38,"2016-5-15 00:00:00"
2017,0.9,5,2017.38,"2017-5-15 00:00:00"
2018,0.82,5,2018.38,"2018-5-15 00:00:00"
2019,0.86,5,2019.38,"2019-5-15 00:00:00"
1880,-0.2,6,1880.46,"1880-6-15 00:00:00"
1881,-0.17,6,1881.46,"1881-6-15 00:00:00"
1882,-0.22,6,1882.46,"1882-6-15 00:00:00"
1883,-0.06,6,1883.46,"1883-6-15 00:00:00"
1884,-0.34,6,1884.46,"1884-6-15 00:00:00"
1885,-0.42,6,1885.46,"1885-6-15 00:00:00"
1886,-0.33,6,1886.46,"1886-6-15 00:00:00"
1887,-0.23,6,1887.46,"1887-6-15 00:00:00"
1888,-0.16,6,1888.46,"1888-6-15 00:00:00"
1889,-0.09,6,1889.46,"1889-6-15 00:00:00"
1890,-0.23,6,1890.46,"1890-6-15 00:00:00"
1891,-0.2,6,1891.46,"1891-6-15 00:00:00"
1892,-0.21,6,1892.46,"1892-6-15 00:00:00"
1893,-0.25,6,1893.46,"1893-6-15 00:00:00"
1894,-0.39,6,1894.46,"1894-6-15 00:00:00"
1895,-0.19,6,1895.46,"1895-6-15 00:00:00"
1896,-0.1,6,1896.46,"1896-6-15 00:00:00"
1897,-0.1,6,1897.46,"1897-6-15 00:00:00"
1898,-0.17,6,1898.46,"1898-6-15 00:00:00"
1899,-0.31,6,1899.46,"1899-6-15 00:00:00"
1900,-0.09,6,1900.46,"1900-6-15 00:00:00"
1901,-0.11,6,1901.46,"1901-6-15 00:00:00"
1902,-0.3,6,1902.46,"1902-6-15 00:00:00"
1903,-0.41,6,1903.46,"1903-6-15 00:00:00"
1904,-0.48,6,1904.46,"1904-6-15 00:00:00"
1905,-0.28,6,1905.46,"1905-6-15 00:00:00"
1906,-0.2,6,1906.46,"1906-6-15 00:00:00"
1907,-0.41,6,1907.46,"1907-6-15 00:00:00"
1908,-0.37,6,1908.46,"1908-6-15 00:00:00"
1909,-0.51,6,1909.46,"1909-6-15 00:00:00"
1910,-0.38,6,1910.46,"1910-6-15 00:00:00"
1911,-0.49,6,1911.46,"1911-6-15 00:00:00"
1912,-0.23,6,1912.46,"1912-6-15 00:00:00"
1913,-0.45,6,1913.46,"1913-6-15 00:00:00"
1914,-0.26,6,1914.46,"1914-6-15 00:00:00"
1915,-0.21,6,1915.46,"1915-6-15 00:00:00"
1916,-0.49,6,1916.46,"1916-6-15 00:00:00"
1917,-0.43,6,1917.46,"1917-6-15 00:00:00"
1918,-0.36,6,1918.46,"1918-6-15 00:00:00"
1919,-0.36,6,1919.46,"1919-6-15 00:00:00"
1920,-0.35,6,1920.46,"1920-6-15 00:00:00"
1921,-0.27,6,1921.46,"1921-6-15 00:00:00"
1922,-0.3,6,1922.46,"1922-6-15 00:00:00"
1923,-0.29,6,1923.46,"1923-6-15 00:00:00"
1924,-0.26,6,1924.46,"1924-6-15 00:00:00"
1925,-0.32,6,1925.46,"1925-6-15 00:00:00"
1926,-0.26,6,1926.46,"1926-6-15 00:00:00"
1927,-0.27,6,1927.46,"1927-6-15 00:00:00"
1928,-0.38,6,1928.46,"1928-6-15 00:00:00"
1929,-0.43,6,1929.46,"1929-6-15 00:00:00"
1930,-0.22,6,1930.46,"1930-6-15 00:00:00"
1931,-0.08,6,1931.46,"1931-6-15 00:00:00"
1932,-0.28,6,1932.46,"1932-6-15 00:00:00"
1933,-0.34,6,1933.46,"1933-6-15 00:00:00"
1934,-0.15,6,1934.46,"1934-6-15 00:00:00"
1935,-0.27,6,1935.46,"1935-6-15 00:00:00"
1936,-0.22,6,1936.46,"1936-6-15 00:00:00"
1937,-0.05,6,1937.46,"1937-6-15 00:00:00"
1938,-0.17,6,1938.46,"1938-6-15 00:00:00"
1939,-0.07,6,1939.46,"1939-6-15 00:00:00"
1940,0.12,6,1940.46,"1940-6-15 00:00:00"
1941,0.13,6,1941.46,"1941-6-15 00:00:00"
1942,0.05,6,1942.46,"1942-6-15 00:00:00"
1943,-0.05,6,1943.46,"1943-6-15 00:00:00"
1944,0.16,6,1944.46,"1944-6-15 00:00:00"
1945,0.01,6,1945.46,"1945-6-15 00:00:00"
1946,-0.21,6,1946.46,"1946-6-15 00:00:00"
1947,-0.02,6,1947.46,"1947-6-15 00:00:00"
1948,-0.05,6,1948.46,"1948-6-15 00:00:00"
1949,-0.27,6,1949.46,"1949-6-15 00:00:00"
1950,-0.05,6,1950.46,"1950-6-15 00:00:00"
1951,-0.06,6,1951.46,"1951-6-15 00:00:00"
1952,-0.03,6,1952.46,"1952-6-15 00:00:00"
1953,0.12,6,1953.46,"1953-6-15 00:00:00"
1954,-0.18,6,1954.46,"1954-6-15 00:00:00"
1955,-0.14,6,1955.46,"1955-6-15 00:00:00"
1956,-0.16,6,1956.46,"1956-6-15 00:00:00"
1957,0.16,6,1957.46,"1957-6-15 00:00:00"
1958,-0.07,6,1958.46,"1958-6-15 00:00:00"
1959,0.03,6,1959.46,"1959-6-15 00:00:00"
1960,-0.04,6,1960.46,"1960-6-15 00:00:00"
1961,0.11,6,1961.46,"1961-6-15 00:00:00"
1962,0.05,6,1962.46,"1962-6-15 00:00:00"
1963,0.03,6,1963.46,"1963-6-15 00:00:00"
1964,-0.05,6,1964.46,"1964-6-15 00:00:00"
1965,-0.08,6,1965.46,"1965-6-15 00:00:00"
1966,0,6,1966.46,"1966-6-15 00:00:00"
1967,-0.08,6,1967.46,"1967-6-15 00:00:00"
1968,-0.07,6,1968.46,"1968-6-15 00:00:00"
1969,0.04,6,1969.46,"1969-6-15 00:00:00"
1970,-0.03,6,1970.46,"1970-6-15 00:00:00"
1971,-0.17,6,1971.46,"1971-6-15 00:00:00"
1972,0.04,6,1972.46,"1972-6-15 00:00:00"
1973,0.19,6,1973.46,"1973-6-15 00:00:00"
1974,-0.05,6,1974.46,"1974-6-15 00:00:00"
1975,-0.01,6,1975.46,"1975-6-15 00:00:00"
1976,-0.13,6,1976.46,"1976-6-15 00:00:00"
1977,0.27,6,1977.46,"1977-6-15 00:00:00"
1978,-0.01,6,1978.46,"1978-6-15 00:00:00"
1979,0.14,6,1979.46,"1979-6-15 00:00:00"
1980,0.2,6,1980.46,"1980-6-15 00:00:00"
1981,0.29,6,1981.46,"1981-6-15 00:00:00"
1982,0.05,6,1982.46,"1982-6-15 00:00:00"
1983,0.22,6,1983.46,"1983-6-15 00:00:00"
1984,0.02,6,1984.46,"1984-6-15 00:00:00"
1985,0.15,6,1985.46,"1985-6-15 00:00:00"
1986,0.12,6,1986.46,"1986-6-15 00:00:00"
1987,0.34,6,1987.46,"1987-6-15 00:00:00"
1988,0.39,6,1988.46,"1988-6-15 00:00:00"
1989,0.16,6,1989.46,"1989-6-15 00:00:00"
1990,0.39,6,1990.46,"1990-6-15 00:00:00"
1991,0.52,6,1991.46,"1991-6-15 00:00:00"
1992,0.26,6,1992.46,"1992-6-15 00:00:00"
1993,0.23,6,1993.46,"1993-6-15 00:00:00"
1994,0.43,6,1994.46,"1994-6-15 00:00:00"
1995,0.42,6,1995.46,"1995-6-15 00:00:00"
1996,0.25,6,1996.46,"1996-6-15 00:00:00"
1997,0.54,6,1997.46,"1997-6-15 00:00:00"
1998,0.76,6,1998.46,"1998-6-15 00:00:00"
1999,0.36,6,1999.46,"1999-6-15 00:00:00"
2000,0.39,6,2000.46,"2000-6-15 00:00:00"
2001,0.51,6,2001.46,"2001-6-15 00:00:00"
2002,0.53,6,2002.46,"2002-6-15 00:00:00"
2003,0.48,6,2003.46,"2003-6-15 00:00:00"
2004,0.44,6,2004.46,"2004-6-15 00:00:00"
2005,0.65,6,2005.46,"2005-6-15 00:00:00"
2006,0.65,6,2006.46,"2006-6-15 00:00:00"
2007,0.61,6,2007.46,"2007-6-15 00:00:00"
2008,0.49,6,2008.46,"2008-6-15 00:00:00"
2009,0.65,6,2009.46,"2009-6-15 00:00:00"
2010,0.68,6,2010.46,"2010-6-15 00:00:00"
2011,0.61,6,2011.46,"2011-6-15 00:00:00"
2012,0.65,6,2012.46,"2012-6-15 00:00:00"
2013,0.71,6,2013.46,"2013-6-15 00:00:00"
2014,0.67,6,2014.46,"2014-6-15 00:00:00"
2015,0.82,6,2015.46,"2015-6-15 00:00:00"
2016,0.82,6,2016.46,"2016-6-15 00:00:00"
2017,0.72,6,2017.46,"2017-6-15 00:00:00"
2018,0.78,6,2018.46,"2018-6-15 00:00:00"
2019,0.92,6,2019.46,"2019-6-15 00:00:00"
1880,-0.17,7,1880.54,"1880-7-15 00:00:00"
1881,0.01,7,1881.54,"1881-7-15 00:00:00"
1882,-0.15,7,1882.54,"1882-7-15 00:00:00"
1883,-0.07,7,1883.54,"1883-7-15 00:00:00"
1884,-0.32,7,1884.54,"1884-7-15 00:00:00"
1885,-0.32,7,1885.54,"1885-7-15 00:00:00"
1886,-0.17,7,1886.54,"1886-7-15 00:00:00"
1887,-0.24,7,1887.54,"1887-7-15 00:00:00"
1888,-0.09,7,1888.54,"1888-7-15 00:00:00"
1889,-0.06,7,1889.54,"1889-7-15 00:00:00"
1890,-0.27,7,1890.54,"1890-7-15 00:00:00"
1891,-0.17,7,1891.54,"1891-7-15 00:00:00"
1892,-0.31,7,1892.54,"1892-7-15 00:00:00"
1893,-0.13,7,1893.54,"1893-7-15 00:00:00"
1894,-0.23,7,1894.54,"1894-7-15 00:00:00"
1895,-0.16,7,1895.54,"1895-7-15 00:00:00"
1896,-0.02,7,1896.54,"1896-7-15 00:00:00"
1897,-0.02,7,1897.54,"1897-7-15 00:00:00"
1898,-0.21,7,1898.54,"1898-7-15 00:00:00"
1899,-0.15,7,1899.54,"1899-7-15 00:00:00"
1900,-0.12,7,1900.54,"1900-7-15 00:00:00"
1901,-0.14,7,1901.54,"1901-7-15 00:00:00"
1902,-0.28,7,1902.54,"1902-7-15 00:00:00"
1903,-0.35,7,1903.54,"1903-7-15 00:00:00"
1904,-0.5,7,1904.54,"1904-7-15 00:00:00"
1905,-0.26,7,1905.54,"1905-7-15 00:00:00"
1906,-0.23,7,1906.54,"1906-7-15 00:00:00"
1907,-0.35,7,1907.54,"1907-7-15 00:00:00"
1908,-0.35,7,1908.54,"1908-7-15 00:00:00"
1909,-0.45,7,1909.54,"1909-7-15 00:00:00"
1910,-0.34,7,1910.54,"1910-7-15 00:00:00"
1911,-0.41,7,1911.54,"1911-7-15 00:00:00"
1912,-0.42,7,1912.54,"1912-7-15 00:00:00"
1913,-0.36,7,1913.54,"1913-7-15 00:00:00"
1914,-0.24,7,1914.54,"1914-7-15 00:00:00"
1915,-0.12,7,1915.54,"1915-7-15 00:00:00"
1916,-0.37,7,1916.54,"1916-7-15 00:00:00"
1917,-0.25,7,1917.54,"1917-7-15 00:00:00"
1918,-0.31,7,1918.54,"1918-7-15 00:00:00"
1919,-0.29,7,1919.54,"1919-7-15 00:00:00"
1920,-0.3,7,1920.54,"1920-7-15 00:00:00"
1921,-0.15,7,1921.54,"1921-7-15 00:00:00"
1922,-0.27,7,1922.54,"1922-7-15 00:00:00"
1923,-0.31,7,1923.54,"1923-7-15 00:00:00"
1924,-0.29,7,1924.54,"1924-7-15 00:00:00"
1925,-0.26,7,1925.54,"1925-7-15 00:00:00"
1926,-0.27,7,1926.54,"1926-7-15 00:00:00"
1927,-0.19,7,1927.54,"1927-7-15 00:00:00"
1928,-0.19,7,1928.54,"1928-7-15 00:00:00"
1929,-0.37,7,1929.54,"1929-7-15 00:00:00"
1930,-0.21,7,1930.54,"1930-7-15 00:00:00"
1931,-0.03,7,1931.54,"1931-7-15 00:00:00"
1932,-0.25,7,1932.54,"1932-7-15 00:00:00"
1933,-0.21,7,1933.54,"1933-7-15 00:00:00"
1934,-0.11,7,1934.54,"1934-7-15 00:00:00"
1935,-0.22,7,1935.54,"1935-7-15 00:00:00"
1936,-0.1,7,1936.54,"1936-7-15 00:00:00"
1937,-0.04,7,1937.54,"1937-7-15 00:00:00"
1938,-0.09,7,1938.54,"1938-7-15 00:00:00"
1939,-0.05,7,1939.54,"1939-7-15 00:00:00"
1940,0.12,7,1940.54,"1940-7-15 00:00:00"
1941,0.22,7,1941.54,"1941-7-15 00:00:00"
1942,0.01,7,1942.54,"1942-7-15 00:00:00"
1943,0.09,7,1943.54,"1943-7-15 00:00:00"
1944,0.18,7,1944.54,"1944-7-15 00:00:00"
1945,0.04,7,1945.54,"1945-7-15 00:00:00"
1946,-0.12,7,1946.54,"1946-7-15 00:00:00"
1947,-0.04,7,1947.54,"1947-7-15 00:00:00"
1948,-0.11,7,1948.54,"1948-7-15 00:00:00"
1949,-0.13,7,1949.54,"1949-7-15 00:00:00"
1950,-0.09,7,1950.54,"1950-7-15 00:00:00"
1951,-0.01,7,1951.54,"1951-7-15 00:00:00"
1952,0.04,7,1952.54,"1952-7-15 00:00:00"
1953,0.01,7,1953.54,"1953-7-15 00:00:00"
1954,-0.19,7,1954.54,"1954-7-15 00:00:00"
1955,-0.12,7,1955.54,"1955-7-15 00:00:00"
1956,-0.09,7,1956.54,"1956-7-15 00:00:00"
1957,0.03,7,1957.54,"1957-7-15 00:00:00"
1958,0.06,7,1958.54,"1958-7-15 00:00:00"
1959,0.03,7,1959.54,"1959-7-15 00:00:00"
1960,-0.04,7,1960.54,"1960-7-15 00:00:00"
1961,0.01,7,1961.54,"1961-7-15 00:00:00"
1962,0.02,7,1962.54,"1962-7-15 00:00:00"
1963,0.07,7,1963.54,"1963-7-15 00:00:00"
1964,-0.05,7,1964.54,"1964-7-15 00:00:00"
1965,-0.14,7,1965.54,"1965-7-15 00:00:00"
1966,0.08,7,1966.54,"1966-7-15 00:00:00"
1967,0.03,7,1967.54,"1967-7-15 00:00:00"
1968,-0.12,7,1968.54,"1968-7-15 00:00:00"
1969,-0.04,7,1969.54,"1969-7-15 00:00:00"
1970,0.01,7,1970.54,"1970-7-15 00:00:00"
1971,-0.08,7,1971.54,"1971-7-15 00:00:00"
1972,0.01,7,1972.54,"1972-7-15 00:00:00"
1973,0.12,7,1973.54,"1973-7-15 00:00:00"
1974,-0.03,7,1974.54,"1974-7-15 00:00:00"
1975,-0.01,7,1975.54,"1975-7-15 00:00:00"
1976,-0.1,7,1976.54,"1976-7-15 00:00:00"
1977,0.2,7,1977.54,"1977-7-15 00:00:00"
1978,0.04,7,1978.54,"1978-7-15 00:00:00"
1979,0.04,7,1979.54,"1979-7-15 00:00:00"
1980,0.22,7,1980.54,"1980-7-15 00:00:00"
1981,0.32,7,1981.54,"1981-7-15 00:00:00"
1982,0.14,7,1982.54,"1982-7-15 00:00:00"
1983,0.17,7,1983.54,"1983-7-15 00:00:00"
1984,0.19,7,1984.54,"1984-7-15 00:00:00"
1985,0.04,7,1985.54,"1985-7-15 00:00:00"
